"","X.1","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age","american"
"153",153,170,"2XkVexeY_8zyc9nriSElQg","""Taco Tijuana""",1,"Eastside",1100,4,173,"Mexican;Restaurants;Food",2190,"0"
"154",154,171,"30TxDt2V8G7FWXsKaEKA9A","""Marco's Pizza""",1,"South Summerlin",1400,3.5,36,"Restaurants;Italian;Chicken Wings;Pizza",1239,"0"
"155",155,172,"3281FKql3HVOzSVxymjJRg","""Frijoles & Frescas""",1,"Eastside",1100,4,32,"Restaurants;Tacos;Salad;Mexican;Seafood",593,"0"
"156",156,173,"32JWhoH-Kiu1wRFTvHvW9Q","""Pie Me Over""",0,"Spring Valley",1100,5,105,"Do-It-Yourself Food;Restaurants;Food;Desserts;American (Traditional);Bakeries",1645,"1"
"157",157,174,"32u4chtkG4fIa52396iOhw","""Papa John's Pizza""",1,"Sunrise",1000,2,29,"Restaurants;Pizza",2828,"0"
"158",158,176,"38YPE4KCvgChy9y6FcksEQ","""Pizza Hut""",1,"Southeast",1395,2,39,"Chicken Wings;Pizza;Restaurants",4182,"0"
"159",159,177,"3A_NZZNHG5dxeZmO-ije2Q","""Taco Bell""",1,"Northwest",1300,2,24,"Restaurants;Tex-Mex;Fast Food;Mexican",3167,"0"
"160",160,178,"3CxiP8n7DAL-YOOTCW2wNw","""Jack in the Box""",1,"Spring Valley",1250,2.5,35,"Restaurants;Fast Food",3064,"0"
"161",161,179,"3FlWR_osNPb8dcqLgHebHw","""Mimi's Cafe""",1,"Westside",1400,3,225,"French;Restaurants;Breakfast & Brunch;American (Traditional)",4345,"1"
"162",162,180,"3fT1kcQ-MVEImGHa3hll5w","""Earl of Sandwich""",1,"South Summerlin",1872.5,4,109,"Restaurants;Event Planning & Services;Sandwiches;Caterers",1428,"0"
"163",163,181,"3LWsVfsSmb_Nzbi2YQ-NIA","""Delhi Indian Cuisine""",1,"Eastside",855,4,570,"Indian;Food;Halal;Buffets;Restaurants;Food Delivery Services;Vegetarian",1930,"0"
"164",164,182,"3Qe4M3JNs7yIRXP13g-NYA","""No Regrets Bar""",1,"Spring Valley",1250,4,78,"Restaurants;Breakfast & Brunch;Sports Bars;Cocktail Bars;Bars;Nightlife",1189,"0"
"165",165,183,"3rj1qpgFvkRWtAka17mhEQ","""Mimi's Cafe""",1,"Centennial",1350,3,209,"French;Restaurants;American (Traditional);Breakfast & Brunch;Cafes",4127,"1"
"166",166,184,"3sXlZWM9B72_r-dYBIgmyg","""McDonald's""",1,"Spring Valley",1300,2.5,20,"Restaurants;Fast Food;Burgers",3011,"1"
"167",167,185,"3vxIqhm2jCVjkUWtmDvTsw","""Raising Cane's""",1,"Southeast",1395,4,474,"American (Traditional);Chicken Shop;Fast Food;Restaurants;Chicken Wings",4536,"1"
"168",168,186,"3WRvQJS9GIBubGxbHMzX2g","""Chipotle Mexican Grill""",1,"Southeast",1395,3.5,109,"Fast Food;Mexican;Restaurants",3722,"0"
"169",169,187,"3XsOOHcDC-XP8LPbpbKwNg","""Einstein Bros Bagels""",1,"Eastside",1375,3.5,87,"Food;Bagels",2980,"0"
"170",170,188,"3yhdmUXeZS5j9xZRcuIv0g","""Papa John's Pizza""",1,"Summerlin",1872.5,2,4,"Pizza;Restaurants",1232,"0"
"171",171,189,"3YV-GLtQLI3sbZDZ-0NN4Q","""Capriotti's Sandwich Shop""",1,"Southeast",1395,3.5,47,"Sandwiches;Restaurants;Food;American (Traditional)",1743,"1"
"172",172,190,"409qhf4RF0rlxcuaM576Qg","""El Pollo Loco""",1,"Spring Valley",1475,2.5,78,"Mexican;Fast Food;Restaurants",2100,"0"
"173",173,191,"41WfL6MGTAXYgRQfNT3dyA","""El Pollo Loco""",1,"Southeast",855,3,33,"Restaurants;Mexican;Fast Food",2898,"0"
"174",174,192,"42yLya7lhe7TQGz3KEdKAw","""#1 Hawaiian Barbecue""",1,"Southeast",855,3.5,32,"Restaurants;Hawaiian;Seafood;Barbeque",1688,"0"
"175",175,193,"44kd3YdkhXj5XiSPs5XNjQ","""FireRock Steakhouse""",1,"Centennial",1350,3.5,586,"Steakhouses;American (Traditional);Seafood;Restaurants;Sandwiches",1382,"1"
"176",176,194,"44xBONbuMSghULXXEnl-Lw","""L & L Hawaiian BBQ""",1,"Eastside",855,3,51,"Barbeque;Restaurants;Food;Hawaiian",4058,"0"
"177",177,195,"45513UgSlMqWV_yAPVkXrg","""Verona Pizza""",1,"Eastside",855,3.5,78,"Italian;Pizza;Restaurants",3437,"0"
"178",178,196,"45Rl4Lmi1ijnxag0Ua0-Mw","""Great Steak""",1,"Southeast",855,1.5,18,"Sandwiches;Cheesesteaks;Restaurants",1377,"0"
"179",179,197,"4aAf2nAr86lcDHzqWSaYuQ","""Alexander's Pizza""",1,"Southeast",1195,3.5,83,"Pizza;Food;Restaurants",3254,"0"
"180",180,198,"4Bw9XffSa0AMy2SrNCS2KA","""Sababa Mediterranean Grill""",1,"Westside",1400,3.5,197,"Falafel;Restaurants;Middle Eastern;Kosher;Mediterranean",4188,"0"
"181",181,199,"4EfiNcKSsafogIhAjwv0gg","""Rustica Pizzeria""",1,"Spring Valley",1300,4,142,"Italian;Pizza;Restaurants",2653,"0"
"182",182,200,"4GnBMG5pZSJsBn6hbUL_7w","""Las Vegas Donut House""",1,"Eastside",1375,4,51,"Donuts;Food",3279,"0"
"183",183,201,"4Hx-brYb86k4C1VSKPvj7g","""Crazy Pita Rotisserie & Grill""",1,"South Summerlin",1872.5,4,197,"Nightlife;Bars;Mediterranean;Sandwiches;Restaurants",1649,"0"
"184",184,202,"4I4OoW0tbaoG4I4D2spF3w","""Del Taco""",1,"Westside",1400,3,30,"Restaurants;Mexican",3043,"0"
"185",185,203,"4JkGjRRc3XucG9U8XwthGg","""China Gourmet""",1,"Sunrise",1100,4,86,"Restaurants;Chinese",2840,"0"
"186",186,204,"4jUj7xHIhdHpTrb0ZXSToA","""The Coffee Bean & Tea Leaf""",0,"University",855,4,94,"Food;Coffee & Tea",4315,"0"
"187",187,205,"4kbAiUDdVCtiu_GL5hyC3w","""Starbucks""",0,"Southeast",1395,3.5,65,"Coffee & Tea;Food",3150,"0"
"188",188,206,"4l1cmNrXBOLVUJR29MDp3A","""Subway""",1,"Centennial",1300,3,26,"Sandwiches;Fast Food;Restaurants",3021,"0"
"189",189,207,"4lKF-M_3OLsk1usLPDJEFA","""Einstein Bros Bagels""",1,"Summerlin",1550,2,67,"Bagels;Restaurants;Food;Sandwiches",3688,"0"
"190",190,208,"4mb32UmQULqg7IMck28vog","""Pinches Tacos""",1,"Spring Valley",1475,4,424,"Bars;Restaurants;Mexican;Nightlife",1285,"0"
"191",191,209,"4NHVQFUBd1ppRPpKIBqn6A","""Starbucks""",1,"Summerlin",1550,4,6,"Coffee & Tea;Food",1381,"0"
"192",192,210,"4pxK5njPxYHFp7IMEch1Bw","""Wendy's""",1,"Southeast",1395,2,34,"Fast Food;Restaurants;Burgers",3237,"1"
"193",193,211,"4QAgHOm7BE5yZupy0j-NJQ","""Starbucks""",1,"Centennial",1330,3,42,"Coffee & Tea;Food",2838,"0"
"194",194,212,"4qG3Gh8QyugC1XvoTlmgcQ","""Egg Works""",1,"Spring Valley",1300,4.5,604,"American (Traditional);Brasseries;Restaurants;Breakfast & Brunch",4313,"1"
"195",195,213,"4s_kb5VXnx96fEJLZ_AkIQ","""McDonald's""",1,"Spring Valley",1300,4,18,"Fast Food;Restaurants;Burgers",2682,"1"
"196",196,214,"4srfPk1s8nlm1YusyDUbjg","""Subway""",1,"Southeast",855,2.5,6,"Fast Food;Restaurants;Sandwiches",2252,"0"
"197",197,215,"4UmjnX46qbhV6-D5W89IOQ","""Taco Bell""",1,"Spring Valley",1100,3,41,"Fast Food;Restaurants;Tex-Mex;Mexican",2951,"0"
"198",198,216,"4uMs5UbtIAaHhuKQlQhXEQ","""Chicken Now""",1,"Southeast",1395,3.5,24,"Chicken Wings;Restaurants",2790,"0"
"199",199,217,"4v9nhZ5h-KScIsG7uXjfzg","""McDonald's""",1,"Sunrise",995,1.5,13,"Burgers;Fast Food;Restaurants",1279,"1"
"200",200,218,"4VkLiFoIEjTTpbCRgxjnCQ","""Spaghetty Western""",1,"Southwest",1495,4,541,"Restaurants;Bars;Nightlife;Italian;Delis",1941,"0"
"201",201,219,"4vm2W7J_ztH0vcX4bKfuXw","""Sin Fronteras Tacos""",1,"Northwest",1300,4.5,135,"Mexican;Restaurants",781,"0"
"202",202,221,"4Wou6LarHqefHP21qRu0Ag","""Tropical Smoothie""",1,"Southwest",1495,1.5,119,"Restaurants;Salad;Sandwiches;Juice Bars & Smoothies;Food",2915,"0"
"203",203,222,"50tjBMTlIbFBxjTRXAVZHQ","""Dunkin' Donuts""",1,"Centennial",1350,2.5,81,"Coffee & Tea;Bagels;Food;Donuts",2062,"0"
"204",204,223,"522GgMvOvzaKCEX6BfAtvg","""La Reyna Mexican Restaurant & Mariscos""",0,"Sunrise",1000,4,21,"Restaurants;Mexican",3135,"0"
"205",205,224,"54WM5coZonA0izd2y04p_A","""Famous Dave's Barbeque""",0,"Spring Valley",1300,3.5,201,"Sandwiches;Restaurants;Barbeque",3667,"0"
"206",206,225,"59YbAeuiz0isJtRNKATTKw","""Bacon Bar""",1,"Northwest",1330,3.5,336,"Nightlife;Sports Bars;Bars;Restaurants;Pizza",2068,"0"
"207",207,226,"5c-b0ALS_DyLvRCGrlCTjA","""Einstein Bros""",1,"Spring Valley",1100,2.5,130,"Food;Bagels",3200,"0"
"208",208,227,"5CJOaZc8Muu8WothauxQ4g","""Pizza Forte""",1,"Eastside",1375,3.5,66,"Italian;Restaurants;Pizza;Hot Dogs",1346,"0"
"209",209,228,"5Dccw539NNtnyCgTu5ed5A","""Thai House""",1,"Southeast",1300,3.5,338,"Chinese;Restaurants;Thai;Seafood",4237,"0"
"210",210,229,"5eDg_Y2N6aU_k7tIxoFXTg","""Armaan Taste of India""",1,"Southeast",1300,4.5,27,"Pakistani;Restaurants;Indian",542,"0"
"211",211,230,"5FiuxRWs-indyk2Y9imkSg","""Chopstix""",1,"Southeast",1395,3.5,94,"Chinese;Restaurants",4280,"0"
"212",212,231,"5fpXjlC71y_mKORnPdX5zA","""Roberto's Taco Shop""",1,"Southeast",1195,2.5,40,"Fast Food;Restaurants;Mexican",3501,"0"
"213",213,232,"5fSz08wFcBhCeCXh7sxG5A","""Runway Cafe""",1,"Southeast",1375,4.5,8,"Restaurants;American (New)",1874,"1"
"214",214,233,"5fWcM1vRg4v8HI85Vmy8OA","""Jimmy John's""",1,"Spring Valley",1300,3,28,"Food;Restaurants;Food Delivery Services;Sandwiches",1216,"0"
"215",215,234,"5G4Tg_hBfUGilQWj2lj8IA","""Port of Subs""",1,"Centennial",1350,3.5,16,"Restaurants;Delis;Sandwiches",2852,"0"
"216",216,235,"5gv6AqHXfi3gJV4fb432Vw","""Little Italy Pizza""",1,"Chinatown",1225,3.5,117,"Halal;Restaurants;Pizza;Italian",2536,"0"
"217",217,237,"5i5sLQPOkBAE5CoimgiK1g","""Painted Desert Golf Club""",1,"Northwest",1350,3,35,"Restaurants;Active Life;Golf",4018,"0"
"218",218,238,"5I8VE_KBcDhh6uzdt5hwTg","""Cake Azure""",1,"Summerlin",1550,4.5,22,"Nightlife;Adult Entertainment;Bakeries;Food",1930,"0"
"219",219,239,"5ic8m9PNixMA__h0G4WH5w","""Southern Hills Cafe""",1,"Spring Valley",1475,4.5,3,"American (Traditional);Food;Restaurants;Cafes;Juice Bars & Smoothies",1916,"1"
"220",220,240,"5id6Wu6n07N2lIklMAorEw","""McDonalds""",0,"Westside",1100,3,18,"Burgers;Fast Food;Restaurants",1464,"1"
"221",221,241,"5JjGTaZkHbbjBrzBODcsAQ","""Daisho Sushi""",1,"Southeast",1395,4,268,"Salad;Japanese;Sushi Bars;Restaurants",2049,"0"
"222",222,242,"5JNvfPfd6mcpwNoekzqBow","""H2O Sushi & Izakaya""",1,"Eastside",1375,2,48,"Sushi Bars;Japanese;Restaurants;Izakaya;Food;Desserts",551,"0"
"223",223,243,"5jTmjxb1X34EfcY1gos4tw","""Fatburger""",1,"Spring Valley",1300,2.5,114,"Fast Food;American (Traditional);Restaurants;Burgers",3166,"1"
"224",224,244,"5KRe7GMvbr-0pyncIM48-A","""Starbucks""",1,"Westside",1400,2.5,5,"Food;Coffee & Tea",1396,"0"
"225",225,245,"5llCyMtS_WyUVKXCtpdaJQ","""Starbucks""",1,"Downtown",1100,3,56,"Coffee & Tea;Food",3210,"0"
"226",226,246,"5MzGPxcrSPoWQc_bRmOXoQ","""Kopper Keg Lounge""",1,"Southeast",1395,3,9,"Restaurants;Nightlife;Bars;American (Traditional)",3094,"1"
"227",227,247,"5n2dA_QqO4c_7pSK0Of6AQ","""Fatburger""",1,"Sunrise",1100,2.5,41,"Burgers;Restaurants;Fast Food;American (Traditional)",2785,"1"
"228",228,248,"5pxRAyPz1PrW2amW7yYaxA","""Chronic Tacos""",0,"Spring Valley",1300,3,91,"Restaurants;Mexican;Fast Food",899,"0"
"229",229,249,"5qK5rJxwo0cjP3vTf3lkSA","""Little Caesars Pizza""",1,"Northwest",1095,1.5,24,"Restaurants;Pizza",1703,"0"
"230",230,250,"5QNXZcclknB2PkfeN7FJWQ","""The Hush Puppy""",1,"Westside",1400,4,313,"Seafood;Restaurants;Southern",4330,"0"
"231",231,251,"5rPcuMOjSbKPuYzVLsstQQ","""Papa John's Pizza""",1,"Summerlin",1872.5,2,25,"Pizza;Restaurants",2779,"0"
"232",232,253,"5t9kTG9DakuamJgY65HA7w","""La Casona Bar & Grill""",1,"Eastside",1100,2.5,47,"Restaurants;Mexican;Nightlife;Seafood;Dance Clubs;Latin American;Bars;Salvadoran",3440,"1"
"233",233,254,"5tTKSogU3fWO7TlnYrffbA","""Wienerschnitzel""",1,"Spring Valley",1100,3.5,23,"Restaurants;Hot Dogs;Sandwiches;Fast Food",3649,"0"
"234",234,255,"5TY-YMiAXgBjmP_y4AiXhg","""Capriotti's Sandwich Shop""",1,"Northwest",1330,3.5,16,"Restaurants;Sandwiches",2649,"0"
"235",235,256,"5tzNOeow197qn-a0tUJdVA","""Curbside Cafe""",1,"Downtown",1100,4,55,"Caterers;Burgers;Event Planning & Services;Food Trucks;Food Stands;Food;Restaurants;Sandwiches",3205,"1"
"236",236,257,"5uvX6yqie9DpHR7UAiQZtw","""McDonald's""",1,"Northwest",1300,3,34,"Fast Food;Burgers;Restaurants",2960,"1"
"237",237,258,"5VeKrLlQdJjMmKGwBBvMmw","""Yanni's Gyros""",1,"Southeast",1300,4,184,"Restaurants;Greek",3311,"0"
"238",238,260,"5W37Wy6f4kptoHAU0KX7yg","""The Coffee Bean & Tea Leaf""",1,"Southeast",855,3,27,"Food;Coffee & Tea",1346,"0"
"239",239,261,"5wJrvgv_MUB-BW6DDvfl3g","""Flavor Flav's House of Flavor""",1,"Eastside",1375,2,3,"Restaurants;American (New)",2420,"1"
"240",240,262,"5WKtODFwnoKA_y9H-HubFg","""Tropical Smoothie Cafe""",1,"South Summerlin",1872.5,2,14,"Sandwiches;Food;Wraps;Restaurants;Juice Bars & Smoothies",2279,"0"
"241",241,263,"5xdKUuu4DbJ71KGbwRXfFg","""Ramen KoBo""",1,"Spring Valley",1250,4,361,"Restaurants;Ramen;Japanese;Noodles",1043,"0"
"242",242,264,"5XORYO9raiXVZSGGPvjSmA","""Kopper Keg North""",1,"Centennial",1350,3,48,"Bars;Restaurants;Lounges;Nightlife;Pool Halls;American (Traditional)",3678,"1"
"243",243,265,"5xYk23lz0ktdMvzHtohymQ","""Village Pub & Poker""",1,"Summerlin",1100,3.5,77,"Restaurants;Bars;Arts & Entertainment;Pubs;American (Traditional);Food;Casinos;Nightlife;Breweries",3510,"1"
"244",244,266,"6-lmL3sC-axuh8y1SPSiqg","""Roberto's Taco Shop""",1,"Summerlin",1100,3.5,68,"Fast Food;Mexican;Restaurants",3079,"0"
"245",245,267,"60uVlCUiLJvq3xNo_3bhQQ","""Carmine's Pizza Kitchen""",1,"Spring Valley",1475,4.5,139,"Food Delivery Services;Restaurants;Food;Italian;Pizza;Salad;Soup",1088,"0"
"246",246,268,"64h5mGa2cJqLgoEwRfpDUQ","""Cold Stone Creamery""",1,"Southeast",1300,2.5,61,"Custom Cakes;Ice Cream & Frozen Yogurt;Cupcakes;Food",3372,"0"
"247",247,269,"64o_nYvzIKwHFOSYSEm-qw","""Joe's New York Pizza""",1,"Southeast",1395,3.5,232,"Italian;Salad;Pizza;Restaurants",3856,"0"
"248",248,270,"65eDIQ8bpMJFtgdyX7ulVA","""Yassou""",1,"Westside",1400,4.5,557,"Mediterranean;Greek;Restaurants",4080,"0"
"249",249,271,"66es60BHZqFg4DoZocFzng","""Golden Spoon""",0,"Southwest",1450,3,44,"Gelato;Bakeries;Ice Cream & Frozen Yogurt;Food",3407,"0"
"250",250,272,"698nukvxe7mq2Fra5vDikQ","""Rise & Shine a Steak & Egg Place""",1,"Spring Valley",1300,4,617,"Sandwiches;Restaurants;Breakfast & Brunch;American (New);Food;Bagels;American (Traditional)",1467,"1"
"251",251,273,"6a3n4Hd0niHndoPywSkb7Q","""Red Ribbon Bakeshop""",1,"Westside",1400,3.5,42,"Filipino;Restaurants;Food;Bakeries;Fast Food",3205,"0"
"252",252,274,"6bgjcFOy4WHMyw62_1V9Pw","""Panera Bread""",1,"Spring Valley",1475,3.5,199,"Food;Soup;Bagels;Breakfast & Brunch;Salad;Restaurants;Sandwiches",4066,"0"
"253",253,275,"6bVEM9jD-mpU4WNXcJ9tHA","""New York Pizza Ribs & Wings""",1,"Westside",1100,4,86,"Barbeque;Pizza;Food Delivery Services;Event Planning & Services;Chicken Wings;Restaurants;Italian;Caterers;Food",2265,"0"
"254",254,276,"6e0Abng1LRexKI4LRJTX_A","""Algobertos""",1,"Centennial",1450,4,90,"Restaurants;Mexican",2649,"0"
"255",255,277,"6Ege_N9uJ-rtKIs1TNA8aQ","""Jack in the Box""",1,"Southeast",1195,3,15,"Fast Food;Restaurants",2285,"0"
"256",256,278,"6fKmO2gzGQhzM791H6b4mQ","""Domino's Pizza""",1,"Southeast",855,2,58,"Restaurants;Pizza;Chicken Wings;Sandwiches",3281,"0"
"257",257,279,"6fz0hnNIVpLF5v2NqJfA9w","""Babystacks Cafe""",1,"Southwest",1250,4,236,"Cafes;Filipino;Breakfast & Brunch;Restaurants;American (Traditional)",1039,"1"
"258",258,280,"6GlGdRX8JaG9alaqZAOaTQ","""Arby's""",1,"Sunrise",1000,4,9,"Sandwiches;Restaurants;Fast Food",2471,"0"
"259",259,281,"6gxlDhmZ80bhflm2A-U0KQ","""Burger King""",1,"Sunrise",1100,3.5,5,"Burgers;Restaurants",1510,"1"
"260",260,282,"6HdzmAatFoB8UDep4n9QIw","""IHOP""",1,"Spring Valley",1475,3,82,"Breakfast & Brunch;American (New);American (Traditional);Public Services & Government;Restaurants",3051,"1"
"261",261,283,"6jDD-Z8QcsKTdIDWwM8gog","""Anna Marie's Italian Cuisine""",1,"Spring Valley",1300,4,123,"Pizza;Restaurants;Bars;Sandwiches;Nightlife;Italian",662,"0"
"262",262,284,"6l4yIOi0foUw81OacrAZMQ","""Port of Subs""",1,"Sunrise",995,3.5,12,"Restaurants;Delis;Sandwiches",2762,"0"
"263",263,285,"6llKs7K_tn8ChXcIM-oTvg","""Sansei Japan""",1,"Eastside",1375,4.5,3,"Japanese;Restaurants",1390,"0"
"264",264,286,"6Na0jTJjX5GQY_ZJ53G02A","""Verrazano Pizza""",0,"Southeast",1395,4,102,"Pizza;Restaurants",3663,"0"
"265",265,287,"6nbPXEjmBnDtsgM_YNwGjw","""Island Flavor """,1,"Southeast",1395,4.5,236,"Hawaiian;Restaurants",1309,"0"
"266",266,288,"6nPyQJp7xmc1cvYaolwn8Q","""Subway""",1,"Spring Valley",1300,1.5,8,"Fast Food;Sandwiches;Restaurants",1954,"0"
"267",267,289,"6PqYwabO2g1r2ZB7eImOiw","""Olive Garden Italian Restaurant""",1,"Northwest",1095,3.5,183,"Italian;Salad;Nightlife;Restaurants;Wine Bars;Bars",3781,"0"
"268",268,290,"6qKjl6xJQzLb9ka-QbTudA","""Las Cazuelas""",1,"Southeast",1300,4.5,309,"Mexican;Restaurants",2061,"0"
"269",269,291,"6QUuDlLjNDQWFCbJ9--jsQ","""Fú Asian Kitchen""",1,"Eastside",1375,4,156,"Food;Restaurants;Chinese;Asian Fusion;Cantonese;Vegetarian",2288,"0"
"270",270,292,"6roYDeCtF1wcXfQ9iaRv7g","""Baskin Robbins""",1,"Northwest",1330,4,19,"Ice Cream & Frozen Yogurt;Food",2336,"0"
"271",271,293,"6tSvz_21BMo3a4GaItwa0g","""Jjanga Japanese Restaurant""",1,"Chinatown",1225,4,1037,"Nightlife;Karaoke;Japanese;Sushi Bars;Restaurants",1907,"0"
"272",272,294,"6u_6RV0qDaTQyYqZTzl3XA","""Wingstop""",1,"Sunrise",1000,3.5,80,"Fast Food;Chicken Wings;Restaurants",4042,"0"
"273",273,295,"6uV3KMOo8YQofuNUs4D9pA","""Heidi's Brooklyn Deli""",1,"Southeast",855,3,108,"Salad;Restaurants;Cajun/Creole;Breakfast & Brunch;Sandwiches",4372,"0"
"274",274,296,"6Vvr7K3fB4oDVBeSBPvvyQ","""Ben & Jerry's Ice Cream""",1,"South Summerlin",1872.5,4,18,"Food;Ice Cream & Frozen Yogurt",2566,"0"
"275",275,297,"6WE1SLCq_gUzJGQpglYM9A","""Pizza Hut""",0,"University",855,1.5,5,"Restaurants;Pizza",1072,"0"
"276",276,298,"6Zogn4PXnK-ODBiRy5iz7Q","""Sugar Bee's Bakery""",1,"Southwest",1450,4.5,100,"Desserts;Food;Custom Cakes;Bakeries",2542,"0"
"277",277,299,"6zuRum92Zg4G__ml6NceKg","""Starbucks""",1,"Spring Valley",1300,3.5,6,"Food;Coffee & Tea",1895,"0"
"278",278,300,"7_F6dA9xh2lydTtr1LCtIQ","""Jack In the Box""",1,"Westside",1400,2.5,35,"Burgers;Fast Food;Restaurants",3189,"1"
"279",279,301,"71bwX-tbmq4su8H7Q9oLOQ","""PT's""",1,"South Summerlin",1300,3.5,54,"American (Traditional);Sports Bars;American (New);Gastropubs;Nightlife;Pubs;Bars;Restaurants",2895,"1"
"280",280,302,"73oP6zoYZKNlO8642EMD_Q","""Chip Off The Block Deli""",1,"Centennial",1350,4,146,"Burgers;Salad;Restaurants;Delis",1028,"1"
"281",281,303,"74pWjFssgqyhaVg-YCUo3A","""The Cracked Egg""",1,"Northwest",1300,4,273,"Breakfast & Brunch;Restaurants;American (Traditional)",4663,"1"
"282",282,304,"77AfVfvvjfQXslusY8QElg","""La Jolla""",1,"Eastside",855,3.5,28,"Event Planning & Services;Restaurants;Nightlife;Dance Clubs;Bars;American (Traditional);Sports Bars;Hookah Bars",1730,"1"
"283",283,305,"78XbdLi5e42XDxgnxuYacg","""Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo""",1,"Spring Valley",1300,4.5,299,"Steakhouses;Barbeque;Sushi Bars;Japanese;Restaurants",2270,"1"
"284",284,306,"7bSNkoyhQNzg08iFLqOH5Q","""One Drunk Puppy""",1,"Southwest",1450,3,5,"Wineries;Food;Local Flavor;Arts & Entertainment",2065,"0"
"285",285,307,"7GfA5WMSRd-JCaPxnwgIQw","""Panda Express""",1,"Chinatown",1400,3,24,"Restaurants;Chinese;Fast Food",3337,"0"
"286",286,308,"7gjYJ6leqm2IMJXNpKvIlw","""Capriotti's Sandwich Shop""",1,"Southeast",855,3,74,"Restaurants;Sandwiches",4396,"0"
"287",287,309,"7HIa2lYy5jgcZuADlRjKSg","""Starbucks""",1,"Spring Valley",1100,2.5,123,"Food;Coffee & Tea",3281,"0"
"288",288,310,"7hXWFtmoJHz63SD8k56a_Q","""Putter's Bar & Grill""",1,"Northwest",1300,3,33,"Bars;Restaurants;American (Traditional);Nightlife",3602,"1"
"289",289,311,"7ibuDLfx8gEhESAufYIySw","""Sushi Mon""",1,"Southeast",1300,4,929,"Salad;Restaurants;Sushi Bars;Japanese",4513,"0"
"290",290,312,"7iuruLs-q-_RW06IbsBxZw","""Arirang Korean BBQ""",1,"Eastside",855,4.5,91,"Korean;Restaurants;Barbeque",814,"0"
"291",291,313,"7KkgMcbVaetryW1wwpzvvA","""Cafe Rio""",1,"Northwest",1350,3.5,153,"Restaurants;Mexican",3684,"0"
"292",292,314,"7l8IkCAwZ3e2jPY2faZSgQ","""Donut Mania""",1,"Spring Valley",1300,4.5,244,"Food;Donuts;Bakeries",1531,"0"
"293",293,316,"7NvIgf7XW55OKa5ZU7gw8Q","""Arandas Taqueria""",1,"Sunrise",1025,4,23,"Mexican;Restaurants",2546,"0"
"294",294,317,"7pf_AgsW5oOd51jPVYA0xg","""House of Alchemy""",0,"Spring Valley",1300,4.5,133,"Juice Bars & Smoothies;Food;Organic Stores;Coffee & Tea",806,"0"
"295",295,318,"7Ppgpgva-HP3o3h-xp2sWw","""Mc Donalds""",1,"Northwest",1300,2,6,"American (Traditional);Fast Food;Burgers;Restaurants",1461,"1"
"296",296,319,"7RidnmyYyH0cfcX2x7buag","""Siena Bistro""",1,"South Summerlin",1872.5,4,14,"Active Life;Desserts;Tuscan;Restaurants;Italian;Food;Bistros;Golf;American (New)",3910,"1"
"297",297,320,"7sb2FYLS2sejZKxRYF9mtg","""Sakana""",1,"Eastside",855,4,1116,"Sushi Bars;Japanese;Buffets;Restaurants",2098,"0"
"298",298,322,"7SLZwNRhc2bpUXQXLypTTg","""Burger King""",1,"Northwest",1330,1.5,10,"Restaurants;Food;Burgers;Fast Food",1820,"1"
"299",299,324,"7UFDAX4wLi6ux5otguYldA","""Andiron Steak & Sea""",1,"South Summerlin",1872.5,4,376,"Steakhouses;American (New);Restaurants;Seafood",1496,"1"
"300",300,325,"7UtqNjjd9D6oU7UcT2nxig","""Capriotti's Sandwich Shop""",1,"Westside",1400,3.5,82,"Sandwiches;Restaurants",4136,"0"
"301",301,326,"7v-2HkyrfYkPf471v4gCmg","""Starbucks""",1,"Southeast",1395,2,33,"Food;Coffee & Tea",1726,"0"
"302",302,327,"7VWtmHsd4HSNDkF5f5xnng","""Burger King""",1,"Southeast",1395,3,27,"Restaurants;Fast Food;Burgers",2842,"1"
"303",303,328,"7wHLFohwCw8l6WS-feLjeg","""Other Mama""",1,"Spring Valley",1300,4.5,480,"Nightlife;Bars;Cocktail Bars;Restaurants;Live/Raw Food;Seafood;Sushi Bars",1495,"0"
"304",304,329,"7Xw_vv-ekUL2sTqipnKT0g","""Buffalo Wild Wings""",1,"Southeast",1395,2.5,398,"Chicken Wings;Nightlife;Sports Bars;Restaurants;American (Traditional);Bars;Barbeque",4125,"1"
"305",305,330,"7yntwIUh2ZEkWGe9Zth7tw","""Port of Subs""",1,"Downtown",1100,3.5,16,"Food;Sandwiches;Do-It-Yourself Food;Delis;Restaurants",2506,"0"
"306",306,331,"7yYexN1Q5ShE_z1MH2TDTw","""Sammy's LA Pastrami & Burgers""",1,"Eastside",855,3,407,"Restaurants;Burgers;Fast Food;Sandwiches",3634,"1"
"307",307,332,"82-wE5pkxyBKhfxyyZap_A","""Cafe Modena""",1,"Southeast",855,3,51,"Seafood;Pizza;Sandwiches;Restaurants;Food;Desserts;Italian;American (Traditional)",3444,"1"
"308",308,333,"82g1PwX5FvclqqdjJHcVNA","""Bomb Tacos""",1,"Spring Valley",1300,4.5,135,"Restaurants;Mexican",751,"0"
"309",309,334,"82kehL5xSvGbLYTmF_f2Vg","""Crepes N' Tacos Mexican Grill""",1,"Sunrise",1000,3,24,"Mexican;Creperies;Restaurants",1311,"0"
